left_x(col) left_y(row)	right_x(col) right_y(row)	coefficient
361.13	1112.49		244.175	1073.47		0.984467
505.433	1069.77		387.071	1031.04		0.976567
299.908	1012.3		524.504	1028.54		0.93941
339.266	505.539		219.418	471.85		0.95345
504.223	999.709		318.225	1021.62		0.914535
240.111	540.089		123.661	508.145		0.901053
418.252	921.845		299.907	885.263		0.98869
501.233	574.988		380.402	542.099		0.972327
377.207	947.059		259.387	910.081		0.988035
528.519	792.428		409.143	757.56		0.99069
735.514	869.472		613.305	833.307		0.952344
398.393	910.397		281.604	873.144		0.954925
334.216	784.956		217.282	750.217		0.911133
452.205	1048.71		334.65	1009.78		0.915026
729.731	914.38		607.456	878.08		0.942174
549.154	859.589		428.297	823.976		0.917529
600.151	886.7		481.71	848.442		0.984996
542.069	505.442		421.086	473.107		0.946644
689.769	846.712		567.911	810.99		0.991167
631.772	505.293		510.099	472.088		0.978095
250.277	893.469		134.968	857.481		0.997509
441.752	187.228		318.26	155.975		0.984303
669.689	949.737		548.818	912.863		0.921107
511.675	629.628		391.501	596.359		0.941721
290.371	832.887		174.575	798.182		0.971319
461.705	1012.35		344.195	974.743		0.9782
222.994	778.896		106.908	744.346		0.931889
553.418	949.523		432.939	912.497		0.99641
270.158	729.033		154.128	695.308		0.964048
355.374	471.407		236.216	439.152		0.967671
649.007	914.359		528.004	878.358		0.95685
318.218	706.51		201.068	672.663		0.915792
300.446	1074.51		185.483	1035.62		0.963517
206.606	939.31		93.3955	902.962		0.976815
744.784	955.283		623.018	918.06		0.977987
249.049	734.222		133.811	698.94		0.981667
557.951	871.435		438.167	835.14		0.948988
326.499	186.111		207.53	155.143		0.992912
168.267	619.131		52.1795	585.746		0.926434
443.8	620.088		320.915	585.86		0.936429
322.765	1073.96		205.923	1035.25		0.918869
272.132	228.789		153.068	198.438		0.959991
492.042	390.024		370.886	357.54		0.967596
392.424	513.73		293.083	471.066		0.933697
172.31	1051.09		58.5897	1012.9		0.926044
