left_x(col) left_y(row)	right_x(col) right_y(row)	coefficient
650	914		529	877		0.918166
444	621		325	588		0.917062
400	846		282	810		0.858884
565	538		444	505		0.960753
350	811		233	776		0.839968
599	870		478	834		0.972884
153	645		37	612		0.9713
267	870		152	834		0.820545
338	479		219	447		0.925199
582	926		461	889		0.930741
156	990		601	946		0.846323
378	948		260	911		0.980055
401	846		283	811		0.841333
350	824		233	789		0.939116
180	944		610	947		0.86503
504	447		383	415		0.896976
241	541		124	509		0.881148
550	861		430	825		0.885031
223	779		107	745		0.882747
278	238		159	207		0.832971
172	1050		59	1012		0.913442
659	804		538	769		0.927111
150	875		37	839		0.873818
349	961		233	924		0.946805
614	412		492	380		0.705009
200	830		86	795		0.842588
378	948		260	911		0.980055
93	550		316	569		0.907179
350	864		231	828		0.812361
672	1068		550	1029		0.984606
200	733		84	699		0.981374
151	881		54	918		0.705288
498	239		376	208		0.863289
729	914		607	877		0.884458
355	472		236	440		0.915944
323	1074		206	1035		0.926006
469	564		349	531		0.949527
522	313		401	282		0.981842
262	539		145	507		0.916488
321	180		201	149		0.899077
502	1054		384	1015		0.912963
100	940		264	905		0.922289
255	804		139	769		0.980356
663	800		541	765		0.915832
84	899		267	908		0.887227
674	1070		552	1031		0.968632
350	896		233	860		0.859332
121	553		5	521		0.938942
729	914		607	877		0.884458
377	919		260	882		0.973633
506	1069		388	1030		0.908538
452	1049		334	1010		0.854349
290	834		175	799		0.940752
249	733		132	699		0.96613
506	308		385	276		0.900318
656	605		534	571		0.972486
121	984		8	947		0.95039
450	152		328	120		0.960084
298	527		179	495		0.878648
190	948		76	911		0.941855
554	397		432	365		0.899979
535	801		415	766		0.959643
108	925		111	898		0.830647
397	55		275	23		0.927027
449	861		331	825		0.973172
723	1019		601	981		0.980178
574	746		454	711		0.973772
529	792		409	757		0.984418
512	631		392	598		0.941664
169	619		53	586		0.905868
629	1014		509	976		0.912228
450	912		332	876		0.932864
411	1063		293	1024		0.961158
719	828		597	792		0.931634
200	206		81	176		0.906674
324	1044		208	1006		0.896648
600	906		479	870		0.874655
292	1027		251	1026		0.714461
607	821		486	785		0.924404
490	697		370	663		0.865955
554	397		432	365		0.899979
608	642		552	624		0.962418
405	788		298	747		0.977107
350	89		198	71		0.950038
165	888		52	852		0.914222
195	1071		81	1032		0.780039
745	956		622	919		0.943151
600	880		479	844		0.912391
383	459		264	427		0.862988
507	529		387	496		0.914245
603	900		483	863		0.904607
320	1027		205	989		0.967515
704	915		583	878		0.94289
321	85		165	62		0.859595
665	620		543	586		0.952632
730	781		608	746		0.895018
388	456		268	424		0.874468
308	260		43	305		0.922175
206	994		556	1033		0.801725
237	131		356	166		0.811232
622	622		500	588		0.960361
554	397		432	365		0.899979
542	506		421	473		0.93217
318	707		201	673		0.824546
650	837		529	801		0.889614
150	203		32	173		0.903277
451	868		332	832		0.862651
421	785		302	750		0.972026
137	844		24	809		0.949216
300	343		181	312		0.946268
328	188		209	157		0.970977
294	543		176	511		0.952788
224	71		233	107		0.936306
669	878		548	842		0.91565
501	166		380	137		0.975792
499	749		380	715		0.918034
306	542		188	510		0.956366
155	1064		42	1025		0.954487
368	152		247	121		0.98532
690	847		568	811		0.939316
300	1075		185	1036		0.889682
392	427		277	436		0.965267
600	640		479	606		0.974117
565	462		443	429		0.929222
155	1064		42	1025		0.954487
450	591		330	558		0.970187
216	920		101	884		0.952749
374	440		254	408		0.986844
305	522		185	490		0.965691
641	361		510	334		0.808067
593	466		472	434		0.904602
116	958		4	921		0.948683
460	639		341	606		0.862019
217	927		103	891		0.854532
350	293		230	262		0.955193
338	506		218	474		0.859527
631	505		509	472		0.936266
249	572		132	540		0.755087
699	250		576	218		0.930913
475	587		355	554		0.972561
328	1086		212	1047		0.954918
369	278		249	247		0.904452
356	492		237	460		0.987898
650	325		527	293		0.974029
382	151		261	120		0.982162
484	550		364	517		0.939524
166	974		53	937		0.948063
442	377		322	345		0.948151
650	590		528	556		0.926208
650	325		527	293		0.974029
502	612		382	579		0.748232
421	785		302	750		0.972026
