left_x(col) left_y(row)	right_x(col) right_y(row)	coefficient
2444	1971		3629	1977		0.913975
3529	1536		1650	1537		0.986733
3451	2746		3314	2748		0.727973
2127	2494		2805	2491		0.880894
4700	1756		1288	1750		0.828036
4638	2875		2752	2875		0.955547
1107	2468		3264	2460		0.934995
703	1689		3378	1682		0.798735
3050	2143		1145	2143		0.93964
1591	4624		1137	4617		0.797911
785	3921		3698	3920		0.935014
759	430		2546	423		0.91876
3783	1289		1912	1289		0.989604
1793	140		3377	143		0.933971
1764	3186		677	3181		0.883697
3248	1810		3689	1817		0.809116
3594	2454		1667	2454		0.948409
2194	2221		256	2221		0.967089
4048	2188		2115	2188		0.899521
4789	3625		4047	3621		0.967411
3213	606		1347	606		0.734081
876	1738		962	1732		0.845716
494	2041		1506	2038		0.802972
4204	2243		2289	2243		0.930986
3756	3122		1780	3122		0.927813
3287	1775		1391	1775		0.960743
3802	1035		1930	1035		0.874969
4746	370		2874	370		0.915347
4725	1796		5054	1792		0.81258
880	1738		4445	1733		0.884663
4098	1508		4906	1513		0.847588
495	2103		309	2108		0.857108
4470	3490		2573	3490		0.896542
1607	1968		1946	1962		0.949185
757	1752		3482	1752		0.833913
1351	1708		2820	1715		0.83357
1805	126		2308	120		0.893366
1713	3168		2117	3167		0.814763
1799	499		4747	497		0.876447
3816	1145		1945	1145		0.955675
3750	1810		2458	1804		0.710636
3997	3345		2067	3341		0.771628
4811	1229		2939	1229		0.901535
991	2877		2963	2875		0.828563
765	1399		2110	1400		0.840723
4167	1886		3915	1887		0.97431
719	1701		4033	1698		0.859943
4471	3490		2574	3490		0.844739
2963	856		1095	856		0.902523
3820	4837		3359	4831		0.861763
4234	2295		2993	2295		0.824157
2379	53		519	53		0.910785
999	2960		4470	2962		0.808039
860	684		3993	680		0.744776
264	1825		28	1817		0.923475
4170	1886		3917	1885		0.976152
1525	3561		4238	3557		0.825659
4359	734		4448	733		0.780266
751	2484		4770	2485		0.829821
842	1953		275	1951		0.813469
1780	3163		5122	3162		0.864256
1809	43		80	46		0.92639
3856	784		2364	785		0.899562
2072	323		211	323		0.855883
2750	531		888	531		0.948938
2377	2244		437	2244		0.960136
3543	3857		3025	3852		0.836285
3648	2699		4818	2694		0.840864
4534	3868		2704	3869		0.985273
4293	2574		2392	2574		0.945919
1130	1488		470	1482		0.907619
738	2776		185	2777		0.849822
4410	699		2495	701		0.911471
3948	714		2085	714		0.937846
2813	4444		956	4443		0.945336
3648	2699		4818	2694		0.840864
3293	4107		1481	4107		0.845877
3254	1798		1362	1792		0.959189
833	3756		5095	3752		0.841457
1549	3590		107	3588		0.774999
867	4215		1558	4222		0.883588
4381	3334		2483	3334		0.971201
1044	1634		2784	1640		0.822823
898	476		2623	473		0.850169
1824	1868		4038	1863		0.906461
4476	429		4041	429		0.78669
2749	2859		675	2859		0.911805
2183	761		3288	766		0.810833
4019	970		2150	970		0.932299
3750	1211		1880	1211		0.817192
4979	1847		3058	1847		0.994111
4013	3924		2215	3924		0.968317
3271	1766		1376	1766		0.989116
573	3670		2239	3676		0.827752
1110	434		1777	435		0.885903
4410	2717		2511	2717		0.934902
4495	4978		1778	4976		0.962271
1593	3316		4108	3313		0.839448
862	4088		1530	4080		0.923184
902	486		1625	492		0.935654
3094	4183		1248	4183		0.915863
1822	52		327	50		0.967412
2116	445		253	445		0.920618
4066	895		2202	895		0.971446
1508	217		2457	215		0.840648
1355	1008		838	1006		0.846134
923	2220		2799	2222		0.816924
523	460		1435	455		0.89851
1809	1886		1124	1879		0.918844
2401	1214		531	1214		0.96075
4198	464		2325	464		0.935353
918	1148		4860	1151		0.878074
1539	388		3439	386		0.856386
3203	4045		877	4050		0.948029
880	1738		4445	1733		0.884663
1824	1868		4038	1863		0.906461
2416	1234		4614	1227		0.881524
4416	1636		2539	1636		0.840518
1593	3316		4108	3313		0.839448
1555	376		301	378		0.878462
3204	4046		2207	4048		0.9167
920	1707		1774	1701		0.720098
2759	3438		1090	3435		0.856613
2500	1404		3031	1401		0.783871
4359	734		4448	733		0.780266
1040	4516		319	4510		0.914008
1562	241		3037	246		0.985357
2087	3107		706	3109		0.834977
1140	3517		3844	3511		0.876236
2782	4069		1555	4073		0.931264
2511	1218		4211	1222		0.848237
4410	699		2495	701		0.911471
1050	4501		4430	4495		0.87951
1574	2118		3530	2119		0.811796
1460	487		1306	493		0.880285
1101	1958		2537	1961		0.866914
4495	4466		2635	4466		0.956082
2713	1106		841	1106		0.939426
4667	1386		2633	1378		0.831874
1514	3436		1356	3440		0.970895
1705	138		18	145		0.900729
1343	3566		4294	3571		0.815262
2116	445		253	445		0.920618
1173	1970		2527	1976		0.832531
2773	1023		902	1023		0.955205
4692	1550		1659	1546		0.896371
1107	1259		1588	1257		0.827426
1258	467		3466	462		0.785778
1638	1095		4735	1095		0.943265
2144	48		794	42		0.919821
740	1040		1365	1032		0.726959
2761	968		892	968		0.892313
4660	449		2786	449		0.941933
1816	805		3222	800		0.751553
2031	3882		110	3881		0.91925
2000	3610		4345	3610		0.813971
800	4751		1699	4752		0.88654
2932	885		1064	885		0.968943
4902	1617		3026	1617		0.935717
1612	1872		2702	1868		0.900523
1294	53		3828	54		0.843329
2251	1655		372	1655		0.888462
2112	4400		4379	4402		0.741342
3023	773		1155	773		0.96526
805	4739		1147	4740		0.886671
4814	681		2278	687		0.850985
1009	180		465	183		0.803417
1312	491		5014	487		0.730642
1897	561		186	556		0.845098
2187	295		327	295		0.950186
3104	1062		1237	1062		0.910658
1000	2755		2692	2747		0.854706
4901	691		562	688		0.893681
